name,summary,url,image_urls,text_length,word_count,sentences_count,complexity_score,readability_score,topic_keywords,age_group_hint,predicted_age_group
Star Wars,"Star Wars is an American epic space opera media franchise created by George Lucas, which began with the eponymous 1977 film and quickly became a worldwide pop culture phenomenon. The franchise has been expanded into various films and other media, including television series, video games, novels, comic books, theme park attractions, and themed areas, comprising an all-encompassing fictional universe. Star Wars is one of the highest-grossing media franchises of all time.
The original 1977 film, retroactively subtitled Episode IV: A New Hope, was followed by the sequels Episode V: The Empire Strikes Back (1980) and Episode VI: Return of the Jedi (1983), forming the original Star Wars trilogy. Lucas later returned to the series to write and direct a prequel trilogy, consisting of Episode I: The Phantom Menace (1999), Episode II: Attack of the Clones (2002), and Episode III: Revenge of the Sith (2005). In 2012, Lucas sold his production company to Disney, relinquishing his ownership of the franchise. This led to a sequel trilogy, consisting of Episode VII: The Force Awakens (2015), Episode VIII: The Last Jedi (2017), and Episode IX: The Rise of Skywalker (2019).
All nine films, collectively referred to as the ""Skywalker Saga"", were nominated for Academy Awards, with wins going to the first two releases. Together with the theatrical live action ""anthology"" films Rogue One (2016) and Solo (2018), the combined box office revenue of the films equate to over US$10 billion, making Star Wars the third-highest-grossing film franchise of all time.",https://en.wikipedia.org/wiki/Star_Wars,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Star_wars2.svg/220px-Star_wars2.svg.png,1559,247,7,419.95,97.38,"episode, films, franchise, star, wars",unspecified,adult
Target Corporation,"Target Corporation is an American retail corporation that operates a chain of discount department stores and hypermarkets, headquartered in Minneapolis, Minnesota. It is the seventh-largest retailer in the United States, and a component of the S&P 500 Index. The company is one of the largest American-owned private employers in the United States.
The original Target retail store was co founded by John Geisse and Douglas Dayton, the CEO of the Dayton corporation at that time. The Dayton corporation, now known as the Target Corporation, was the company John Geisse worked for when he founded the Target stores and was founded in Minneapolis by businessman George Dayton in 1902, and developed through the years via expansion and acquisitions. Target, the company's first discount store and eventual namesake, was opened and founded by American business man John F. Geisse in 1962. The company became the Dayton-Hudson Corporation after merging with the J.L. Hudson Company in 1969 and formerly held ownership of several department store chains including Dayton's, Hudson's, Marshall Field's, and Mervyn's. The parent company was renamed the Target Corporation in 2000. Despite the identical logo, name and similar type of outlets, Target Corporation is not affiliated with Target Australia.
Target is notable for its focus on upscale, trend-forward merchandise at lower costs. Its stores typically sell general merchandise—including clothing, household goods, electronics, toys, and more—as well as groceries. Its name and logo refer to the center of a shooting target, and its canine mascot is named Bullseye. Target expanded throughout the U.S. in the late 20th century, cementing its place in American popular culture. Its main competitors include Walmart and Amazon. The corporation also operates 41 distribution centers, a financial services division, a global capabilities center in Bangalore, India, and two criminal forensics laboratories.
As of 2023, Target operates 1,948 stores throughout the United States, and is ranked No. 32 on the 2022 Fortune 500 list of the largest U.S. corporations by total revenue. It has been consistently ranked as one of the most philanthropic companies in the U.S. Attempts to take the chain international have proved unsuccessful. Target Corporation's headquarters is located on Nicollet Mall in Minneapolis.",https://en.wikipedia.org/wiki/Target_Corporation,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Target_%282018%29.svg/140px-Target_%282018%29.svg.png,2354,357,28,699.58,123.28,"american, company, corporation, dayton, target",unspecified,adult
The Daily Telegraph,"The Daily Telegraph, known online and elsewhere as The Telegraph, is a British daily broadsheet newspaper published in London by Telegraph Media Group and distributed in the United Kingdom and internationally. It was founded by Arthur B. Sleigh in 1855 as The Daily Telegraph and Courier. The Telegraph is considered a newspaper of record in the UK. The paper's motto, ""Was, is, and will be"", was included in its emblem which was used for over a century starting in 1858.
In 2013, The Daily Telegraph and The Sunday Telegraph, which started in 1961, were merged, although the latter retains its own editor. It is politically conservative and supports the Conservative Party. It was politically moderately liberal before the late 1870s.
The Telegraph has had a number of news scoops, including the outbreak of World War II by rookie reporter Clare Hollingworth, described as ""the scoop of the century"", the 2009 parliamentary expenses scandal – which led to a number of high-profile political resignations and for which it was named 2009 British Newspaper of the Year – its 2016 undercover investigation on the England football manager Sam Allardyce, and the Lockdown Files in 2023.",https://en.wikipedia.org/wiki/The_Daily_Telegraph,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/The_Telegraph.svg/220px-The_Telegraph.svg.png,1181,193,9,297.21,117.56,"2009, daily, newspaper, politically, telegraph",unspecified,adult
The Tale of Peter Rabbit,"The Tale of Peter Rabbit is a children's book written and illustrated by Beatrix Potter that follows mischievous and disobedient young Peter Rabbit as he gets into, and is chased around, the garden of Mr. McGregor. He escapes and returns home to his mother, who puts him to bed after offering him chamomile tea. The tale was written for five-year-old Noel Moore, the son of Potter's former governess, Annie Carter Moore, in 1893. It was revised and privately printed by Potter in 1901 after several publishers' rejections, but was printed in a trade edition by Frederick Warne & Co. in 1902. The book was a success, and multiple reprints were issued in the years immediately following its debut. It has been translated into 36 languages, and with 45 million copies sold it is one of the best-selling books in history.
Since its release, the book has generated considerable merchandise for both children and adults, including toys, dishes, foods, clothing, and videos. Potter was one of the first to be responsible for such merchandise when she patented a Peter Rabbit doll in 1903 and followed it almost immediately with a Peter Rabbit board game. Peter Rabbit has remained popular amongst children for more than a century and continues to be adapted into new book editions, television programmes, and films.
Scholars of literature have commented on themes in the book, such as its radical quality, Peter Rabbit's rebellious nature, and the story's ruthlessness, stating that these offer readers a chance to imagine going to similar extremes.",https://en.wikipedia.org/wiki/The_Tale_of_Peter_Rabbit,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Peter_Rabbit_first_edition_1902a.jpg/220px-Peter_Rabbit_first_edition_1902a.jpg,1542,254,12,390.76,116.41,"book, children, peter, potter, rabbit",,children
Epiphany (holiday),"Epiphany ( ə-PIF-ə-nee), also known as ""Theophany"" in Eastern Christian tradition, is a Christian feast day commemorating the visit of the Magi, the baptism of Jesus, and the wedding at Cana.
In Western Christianity, the feast commemorates principally (but not solely) the visit of the Magi to the Christ Child, and thus Jesus Christ's physical manifestation to the Gentiles. It is sometimes called Three Kings' Day, and in some traditions celebrated as Little Christmas. Moreover, the feast of the Epiphany, in some denominations, also initiates the liturgical season of Epiphanytide.
Eastern Christians, on the other hand, commemorate the baptism of Jesus (but it is also called Epiphany) in the Jordan River, seen as his manifestation to the world as the Son of God. The spot marked by Al-Maghtas in Jordan, adjacent to Qasr al-Yahud in the West Bank, is considered to be the original site of the baptism of Jesus and the ministry of John the Baptist.
The traditional date for the feast is January 6. However, since 1970, the celebration is held in some countries on the Sunday after January 1. Those Eastern Churches which are still following the Julian calendar observe the feast on what, according to the internationally used Gregorian calendar, is January 19, because of the current 13-day difference between the Julian and Gregorian calendars. The Alawites and the Middle Eastern Christians also observe the feast on January 19.
In many Western Churches, the eve of the feast is celebrated as Twelfth Night (Epiphany Eve) on January 5. The Monday after Epiphany is known as Plough Monday.
Popular Epiphany customs include Epiphany singing, chalking the door, having one's house blessed, consuming Three Kings Cake, winter swimming, as well as attending church services. It is customary for Christians in many localities to remove their Christmas decorations on Epiphany Eve (Twelfth Night), although those in other Christian countries historically remove them on Candlemas, the conclusion of Epiphanytide. According to one seventeenth-century tradition, it is inauspicious to remove Christmas decorations before Epiphany Eve and those who do not remove them on that date have the opportunity take them down on Candlemas.",https://en.wikipedia.org/wiki/Epiphany_(holiday),https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Edward_Burne-Jones_-_The_Adoration_of_the_Magi_-_Google_Art_Project.jpg/240px-Edward_Burne-Jones_-_The_Adoration_of_the_Magi_-_Google_Art_Project.jpg,2228,352,15,613.22,116.2,"epiphany, feast, january, jesus, remove",,adult
Toy Association,The Toy Association is an American trade association for the US toy industry.,https://en.wikipedia.org/wiki/Toy_Association,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/The_Toy_Association_logo.png/220px-The_Toy_Association_logo.png,77,13,1,20.0,128.56,"american, association, industry, toy, trade",unspecified,children
Toy Story (franchise),"Toy Story is an American media franchise created by Pixar Animation Studios and owned by The Walt Disney Company. It centers on toys that, unknown to humans, are secretly living, sentient creatures. It began in 1995 with the release of the animated feature film of the same name, which focuses on a diverse group of toys featuring a classic cowboy doll named Sheriff Woody and a modern spaceman action figure named Buzz Lightyear.
The Toy Story franchise consists mainly of five animated feature films: Toy Story (1995), Toy Story 2 (1999), Toy Story 3 (2010), Toy Story 4 (2019), and the spin-off film within a film Lightyear (2022). A fifth film was announced and is set to be released in 2026. It also includes the 2D-animated direct-to-video spin-off film within a film Buzz Lightyear of Star Command: The Adventure Begins (2000) and the animated television series Buzz Lightyear of Star Command (2000–01) which followed the film. The first Toy Story was the first feature-length film to be made entirely using computer-generated imagery. The first two films were directed by John Lasseter, the third film by Lee Unkrich (who acted as co-director of the second film alongside Ash Brannon), the fourth film by Josh Cooley, and Lightyear by Angus MacLane.
Produced on a total budget of $720 million, the Toy Story films have grossed more than $3.3 billion worldwide, becoming the 21st highest-grossing film franchise worldwide and the third highest-grossing animated franchise. Each film of the main series set box office records, with the third and fourth included in the top 50 all-time worldwide films. The franchise has received critical acclaim from critics and audiences. The first two films were re-released in theaters as a Disney Digital 3-D ""double feature"" for at least two weeks in October 2009 as a promotion for the then-upcoming third film.",https://en.wikipedia.org/wiki/Toy_Story_(franchise),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Toy_Story_logo.svg/250px-Toy_Story_logo.svg.png,1857,305,12,468.45,110.58,"animated, film, franchise, story, toy",unspecified,children
Toy train,"A toy train is a toy that represents a train. It is distinguished from a model train by an emphasis on low cost and durability, rather than scale modeling. A toy train can be as simple as a toy that can run on a track, or it might be operated by electricity, clockwork or live steam. It is typically constructed from wood, plastic or metal. Many of today's steam trains might be considered as real ones as well, providing they are not strictly scale or not enough detailed ones in favor of a robustness appropriate for children or an inexpensive production.",https://en.wikipedia.org/wiki/Toy_train,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Distler-Zug%2C_um_1950_%28Foto_Sp_b%29.JPG/200px-Distler-Zug%2C_um_1950_%28Foto_Sp_b%29.JPG,557,101,5,95.02,131.05,"ones, scale, steam, toy, train",,children
"Toys ""R"" Us","Toys ""R"" Us is an American toy, clothing, and baby product retailer owned by Tru Kids (doing business as Tru Kids Brands) and various others. The company was founded in 1948; its first store was built in April 1948, with its headquarters located in Parsippany-Troy Hills, New Jersey, in the New York metropolitan area.
While originally considered a category killer, the rise of mass merchants and online retailers cost Toys ""R"" Us its share of the toy market. The company was further hampered by a significant debt load, the result of a leveraged buyout organized by private equity firms, Kohlberg Kravis Roberts, Bain Capital and real estate firm Vornado. The company filed for bankruptcy in 2017 and 2018, closing all of its stores in the US, UK, and Australia, with the last US stores closing in 2021. Operations in other international markets such as Asia and Africa were less affected, but chains in Canada, parts of Europe and Asia were eventually sold to third parties.
In August 2021, WHP Global announced that Toys ""R"" Us would be opening over 400 stores within Macy's starting in 2022. The flagship store is located in New Jersey at the American Dream shopping and entertainment complex. A second flagship store was opened inside the Mall of America in Bloomington, Minnesota, in November 2023.",https://en.wikipedia.org/wiki/Toys_%22R%22_Us,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Toys_%22R%22_Us_logo.svg/220px-Toys_%22R%22_Us_logo.svg.png,1304,219,9,292.58,112.6,"company, new, store, stores, toys",,children
Young V&A,"Young V&A, formerly the V&A Museum of Childhood, is a branch of the Victoria and Albert Museum (the ""V&A""), which is the United Kingdom's national museum of applied arts. It is in Bethnal Green in the East End of London, and specialises in objects by and for children. In 2024 it was awarded the Museum of the Year prize.",https://en.wikipedia.org/wiki/Young_V%26A,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/V%26A_Museum_of_Childhood.jpg/250px-V%26A_Museum_of_Childhood.jpg,321,59,3,57.95,125.22,"2024, museum, specialises, united, victoria",,adult
Wayback Machine,"The Wayback Machine is a digital archive of the World Wide Web founded by the Internet Archive, an American nonprofit organization based in San Francisco, California. Created in 1996 and launched to the public in 2001, it allows users to go ""back in time"" to see how websites looked in the past. Its founders, Brewster Kahle and Bruce Gilliat, developed the Wayback Machine to provide ""universal access to all knowledge"" by preserving archived copies of defunct web pages.
Launched on May 10, 1996, the Wayback Machine had saved more than 38.2 billion web pages by the end of 2009. As of November 2024, the Wayback Machine has archived more than 916 billion web pages and well over 100 petabytes of data.",https://en.wikipedia.org/wiki/Wayback_Machine,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Wayback_Machine_logo_2010.svg/220px-Wayback_Machine_logo_2010.svg.png,704,121,6,178.58,119.25,"1996, machine, pages, wayback, web",unspecified,adult
Wellesley College,"Wellesley College is a private women's liberal arts college in Wellesley, Massachusetts. Founded in 1870 by Henry and Pauline Durant as a female seminary, it is a member of the Seven Sisters Colleges, an unofficial grouping of current and former women's colleges in the northeastern United States.
Wellesley contains 60 departmental and interdepartmental majors spanning the liberal arts, as well as over 150 student clubs and organizations. Wellesley athletes compete in the NCAA Division III New England Women's and Men's Athletic Conference. Its 500-acre (200 ha) campus was designed by Frederick Law Olmsted and houses the Davis Museum and a botanic garden.",https://en.wikipedia.org/wiki/Wellesley_College,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Formal_Seal_of_Wellesley_College%2C_Wellesley%2C_MA%2C_USA.svg/150px-Formal_Seal_of_Wellesley_College%2C_Wellesley%2C_MA%2C_USA.svg.png,661,102,5,230.59,118.12,"arts, college, liberal, wellesley, women",unspecified,adult
Yo-yo,"A yo-yo (also spelled yoyo) is a toy consisting of an axle connected to two disks, and a string looped around the axle, similar to a spool. It is an ancient toy with proof of existence since 440 BC. The yo-yo was also called a bandalore in the 17th century.
It is played by holding the free end of the string known as the handle (by inserting one finger—usually the middle or ring finger—into a slip knot), allowing gravity (or the force of a throw and gravity) to spin the yo-yo and unwind the string (similar to how a pullstring works). The player then allows the yo-yo to wind itself back to the player's hand, exploiting its spin (and the associated rotational energy). This is often called ""yo-yoing"" or ""playing yo-yo"".
In the simplest play, the string is intended to be wound on the spool by hand; the yo-yo is thrown downward, hits the end of the string then winds up the string toward the hand, and finally the yo-yo is grabbed, ready to be thrown again. One of the most basic tricks is called the sleeper, where the yo-yo spins at the end of the string for a noticeable amount of time before returning to the hand.",https://en.wikipedia.org/wiki/Yo-yo,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Yo-Yo-Plastic-Toy-Green.jpg/220px-Yo-Yo-Plastic-Toy-Green.jpg,1124,208,5,149.89,100.35,"called, end, hand, string, yo",unspecified,adult
Talk:Toy,"Request: please change text ""The Britain's company revolutionized the production of"" to ""The Britains company revolutionized the production of""
Description of request: removal of the apostrophe in the company name - according to the linked company Wikipedia page, the company name does not have an apostrophe.— Preceding unsigned comment added by ClockworkEditor (talk • contribs) 13:36, 2 June 2023 (UTC) 

 Done Tollens (talk) 17:31, 2 June 2023 (UTC)
Add reliable source to last sentence in paragraph 6 in the Antiquity content. 2600:1700:523E:CC10:C60:C53A:D2:D9C0 (talk) 14:38, 28 July 2024 (UTC)
Child development, Economics, and Types need additional citations for verification. 2600:1700:523E:CC10:C60:C53A:D2:D9C0 (talk) 14:45, 28 July 2024 (UTC)
child development needs additional citations for verification 2600:1700:523E:CC10:C60:C53A:D2:D9C0 (talk) 14:36, 28 July 2024 (UTC)
Add citation to the sentence ""In Iran, ""puzzle-locks"" were made as early as the 17th century (CE). 2600:1700:523E:CC10:C60:C53A:D2:D9C0 (talk) 14:39, 28 July 2024 (UTC)
Add citation to the sentence ""In Iran, 'puzzle-locks' were made as early as the 17th century (CE). The period after the sentence says citation needed. 2600:1700:523E:CC10:C60:C53A:D2:D9C0 (talk) 14:44, 28 July 2024 (UTC)

 Not done, you need to actually provide the specific citations that you want to see added to these sentences, if you're making an edit request. The article is already templated as ""needs additional citations for verification"" and sentences like the one on Iranian puzzle-locks are marked as {{citation needed}}. We know that these citations are missing and that it would be good for the article to have some. --Belbury (talk) 14:53, 28 July 2024 (UTC)

Study Secondary source Mapsax (talk) 00:28, 12 July 2024 (UTC)

The redirect Boy's games and toys and girl's games and toys has been listed at redirects for discussion to determine whether its use and function meets the redirect guidelines. Readers of this page are welcome to comment on this redirect at Wikipedia:Redirects for discussion/Log/2024 July 20 § Boy's games and toys and girl's games and toys until a consensus is reached.  Steel1943 (talk) 21:00, 20 July 2024 (UTC)

The redirect Pet toy has been listed at redirects for discussion to determine whether its use and function meets the redirect guidelines. Readers of this page are welcome to comment on this redirect at Wikipedia:Redirects for discussion/Log/2024 July 20 § Pet toy until a consensus is reached.  Steel1943 (talk) 21:02, 20 July 2024 (UTC)

The redirect Children's games and toys has been listed at redirects for discussion to determine whether its use and function meets the redirect guidelines. Readers of this page are welcome to comment on this redirect at Wikipedia:Redirects for discussion/Log/2024 July 20 § Children's games and toys until a consensus is reached.  Steel1943 (talk) 21:06, 20 July 2024 (UTC)

The redirect Gender-neutral games and toys has been listed at redirects for discussion to determine whether its use and function meets the redirect guidelines. Readers of this page are welcome to comment on this redirect at Wikipedia:Redirects for discussion/Log/2024 July 20 § Gender-neutral games and toys until a consensus is reached.  Steel1943 (talk) 21:11, 20 July 2024 (UTC)

The redirect Coaster models has been listed at redirects for discussion to determine whether its use and function meets the redirect guidelines. Readers of this page are welcome to comment on this redirect at Wikipedia:Redirects for discussion/Log/2024 July 20 § Coaster models until a consensus is reached.  Steel1943 (talk) 21:15, 20 July 2024 (UTC)

User:AimanAbir18plus has restored the second image to the lead a couple of times now, but I'd say that the first established the article's context better, that a toy is a thing that a child plays with. It adds more of the visual confirmation that they've arrived at the right page that MOS:LEADIMAGE encourages us to give the reader. Belbury (talk) 12:56, 2 December 2024 (UTC)",https://en.wikipedia.org/wiki/Talk:Toy,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Crystal_Clear_app_file-manager.png/50px-Crystal_Clear_app_file-manager.png,4040,617,18,1004.98,102.39,"2024, july, redirect, talk, utc",,adult
Wikipedia:WikiProject Countering systemic bias,"The Wikipedia project contains several types of WP:NPOV violations that arise from systemic bias in the demographics of the editor community. Encyclopedic coverage is imbalanced and often omits points of view from under-represented demographic groups. Systemic bias on Wikipedia may take the form of gender, geographical, racial, ideological, and other forms of bias.
See § Further reading for studies, statistics, and more information that demonstrate contributor or subject imbalances.

Reduce systemic bias on Wikipedia as much as possible, consciously focusing upon subjects and points of view neglected by the encyclopedia as a whole.
Improve the editing community's understanding of the systemic bias in Wikipedia by reviewing existing scholarship and ensuring that recent studies about Wikipedia's systemic bias are included as sources, both in articles and discussions among editors. Ensure that sections about systemic bias in these articles are clear, complete, and concise.",https://en.wikipedia.org/wiki/Wikipedia:WikiProject_Countering_systemic_bias,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/AS4-1-410HR.jpg/280px-AS4-1-410HR.jpg,984,142,7,361.7,115.35,"articles, bias, community, systemic, wikipedia",unspecified,adult
Thirteenth Dynasty of Egypt,"The Thirteenth Dynasty of ancient Egypt (notated Dynasty XIII) was a series of rulers from approximately 1803 BC until approximately 1649 BC, i.e. for 154 years. It is often classified as the final dynasty of the Middle Kingdom (which includes Dynasties XI, XII and XIV), but some historians instead group it in the Second Intermediate Period (with Dynasties XIV through XVII). 
Dynasty XIII initially ruled from the Nile Delta to the second cataract of the Nile. However, the dynasty marked a period of decline and instability, with Dynasty XIV rising concurrently and the Hyksos Dynasty XV taking control shortly after. 
Sekhemre Khutawy Sobekhotep is usually considered Dynasty XIII's first pharaoh, and Merneferre Ay, while not the final pharaoh, was the last to occupy the Middle Kingdom capital of Itjtawy, and the last of the dynasty with a significant recorded reign.",https://en.wikipedia.org/wiki/Thirteenth_Dynasty_of_Egypt,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/%C3%84gyptisches_Museum_Kairo_2019-11-09_Emramescha_01.jpg/250px-%C3%84gyptisches_Museum_Kairo_2019-11-09_Emramescha_01.jpg,875,140,6,230.69,110.64,"dynasty, kingdom, period, xiii, xiv",,adult
Abalone (board game),"Abalone is a two-player abstract strategy board game designed by Michel Lalet and Laurent Lévi in 1987. Players are represented by opposing black and white marbles on a hexagonal board with the objective of pushing six of the opponent's marbles off the edge of the board.
Abalone was published in 1990 and has sold more than 4.5 million units. The year it was published it received one of the first Mensa Select awards. It is currently sold in more than thirty countries.",https://en.wikipedia.org/wiki/Abalone_(board_game),https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Abalone_Boardgame.jpg/250px-Abalone_Boardgame.jpg,471,82,6,109.39,125.9,"abalone, board, marbles, published, sold",unspecified,adult
Acquire,"Acquire is a board game published by 3M in 1964 that involves multi-player mergers and acquisitions. It was one of the most popular games in the 3M Bookshelf games series published in the 1960s, and the only one still published in the United States.",https://en.wikipedia.org/wiki/Acquire,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Acquire_game.JPG/250px-Acquire_game.JPG,249,44,2,51.5,121.06,"3m, games, popular, published, series",unspecified,teen
Advanced Squad Leader,"Advanced Squad Leader (ASL) is a tactical-level board wargame, originally marketed by Avalon Hill Games, that simulates actions of squad sized units in World War II. It is a detailed game system for two or more players (with solitary play also possible). Components include the ASL Rulebook and various games called modules. ASL modules provide the standard equipment for playing ASL, including geomorphic mapboards and counters. The mapboards are divided into hexagons to regulate fire and movement, and depict generic terrain that can represent different historical locations. The counters are cardboard pieces that depict squads of soldiers, crews, individual leaders, support weapons, heavy weapons, and vehicles.
Combined with the sales of the original Squad Leader, Advanced Squad Leader sold over 1 million copies by 1997.",https://en.wikipedia.org/wiki/Advanced_Squad_Leader,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/ASL_Rulebook_2nd_Edition.jpg/175px-ASL_Rulebook_2nd_Edition.jpg,829,125,6,282.0,110.56,"asl, leader, mapboards, squad, weapons",unspecified,adult
Aggravation (board game),"Aggravation is a board game for up to four players and later versions for up to six players, whose object is to be the first player to have all four playing pieces (usually represented by marbles) reach the player's home section of the board. The game's name comes from the action of capturing an opponent's piece by landing on its space, which is known as ""aggravating"". The name was coined by one of the creators, Louis Elaine, who did not always enjoy defeat.",https://en.wikipedia.org/wiki/Aggravation_(board_game),https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Aggravation_game_logo.png/200px-Aggravation_game_logo.png,462,83,2,77.83,100.5,"action, board, game, player, players",unspecified,teen
Agricola (board game),"Agricola is a Euro-style board game created by Uwe Rosenberg. It is a worker placement game with a focus on resource management. In Agricola, players are farmers who sow, plow the fields, collect wood, build stables, buy animals, expand their farms and feed their families. After 14 rounds players calculate their score based on the size and prosperity of the household.
The game was published by Lookout Games and released at Spiel 2007, where it was voted second-best game shown at the convention, according to the Fairplay in-show voting. The game was released in English by Z-Man Games in July 2008. Playdek released an iOS conversion of the game in June 2013. A second edition of Agricola was published by Mayfair Games in May 2016.
Agricola won the Spiel des Jahres special award for ""Best complex game 2008"" and the 2008 Deutscher Spiele Preis.
It was also the game that ended Puerto Rico's run of more than five years as the highest-rated game on the board game website BoardGameGeek, staying at the top of the rankings between September 2008 and March 2010. As of October 2024, Agricola is ranked 54th among all board games on BoardGameGeek, with the revised edition being ranked 78th.
A two-player version called Agricola: All Creatures Big & Small was released in 2012.  There is also a corresponding iOS app.",https://en.wikipedia.org/wiki/Agricola_(board_game),https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Agricola_game.jpg/170px-Agricola_game.jpg,1320,224,13,288.68,120.61,"2008, agricola, game, games, released",,teen
Alquerque,Alquerque (also known as qirkat from Arabic: القرقات) is a strategy board game that is thought to have originated in the Middle East. It is considered to be the parent of draughts (US: checkers) and Fanorona and the diagonals of its grid are the predecessor of the checkering of the draughts board.,https://en.wikipedia.org/wiki/Alquerque,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Alquerque_board_at_starting_position_2.svg/240px-Alquerque_board_at_starting_position_2.svg.png,298,52,2,66.5,118.62,"alquerque, board, draughts, qirkat, strategy",unspecified,adult
Arkham Horror,"Arkham Horror is a cooperative adventure board game designed by Richard Launius, originally published in 1987 by Chaosium. The game is based on Chaosium's roleplaying game Call of Cthulhu, which is set in the Cthulhu Mythos of H. P. Lovecraft and other horror writers. The game's second edition was released by Fantasy Flight Games in 2005, with a third edition in 2018.",https://en.wikipedia.org/wiki/Arkham_Horror,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Arkham_Horror_revised_box.jpg/220px-Arkham_Horror_revised_box.jpg,370,62,5,89.71,132.85,"chaosium, cthulhu, edition, game, horror",unspecified,teen
Random House,"Random House is an imprint and publishing group of Penguin Random House. Founded in 1927 by businessmen Bennett Cerf and Donald Klopfer as an imprint of Modern Library, it quickly overtook Modern Library as the parent imprint. Over the following decades, a series of acquisitions made it into one of the largest publishers in the United States. In 2013, it was merged with Penguin Group to form Penguin Random House, which is owned by the Germany-based media conglomerate Bertelsmann. Penguin Random House uses its brand for Random House Publishing Group and Random House Children's Books, as well as several imprints.",https://en.wikipedia.org/wiki/Random_House,https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/Random_House_logo.svg/220px-Random_House_logo.svg.png,618,100,5,150.51,120.55,"group, house, imprint, penguin, random",,adult
Axis & Allies,"Axis & Allies is a series of World War II strategy board games. The first version was initially published in 1981 and a second edition known colloquially as Axis & Allies: Classic was published in 1984. Played on a board depicting a Spring 1942 political map of Earth divided by territories, players take the role of one or more of the five major belligerents of World War II: the Axis powers of Germany and Japan; and the Allied powers of the Soviet Union, the United Kingdom, Canada, and the United States. Turns rotate among these belligerents, who control armies of playing pieces with which they attempt to capture enemy territories, with results determined by dice rolls. The object of the game is to win the war by capturing enough critical territories to gain the advantage over the enemy.
More than ten spinoff games have since been produced. Some of these editions are revised versions of the classic game, while others depict a specific theater, campaign or battle of World War II.",https://en.wikipedia.org/wiki/Axis_%26_Allies,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Axis_and_allies_franchise_logo.png/200px-Axis_and_allies_franchise_logo.png,992,171,7,192.28,114.26,"axis, ii, territories, war, world",unspecified,adult
Backgammon,"Backgammon is a two-player board game played with counters and dice on tables boards. It is the most widespread Western member of the large family of tables games, whose ancestors date back at least 1600 years. The earliest record of backgammon itself dates to 17th-century England, being descended from the 16th-century game of Irish.
Backgammon is a two-player game of contrary movement in which each player has fifteen pieces known traditionally as men (short for 'tablemen'), but increasingly known as 'checkers' in the United States in recent decades, analogous to the other board game of checkers. The backgammon table pieces move along twenty-four 'points' according to the roll of two dice. The objective of the game is to move the fifteen pieces around the board and be first to bear off, i.e., remove them from the board. The achievement of this while the opponent is still a long way behind results in a triple win known as a backgammon, hence the name of the game.
Backgammon involves a combination of strategy and luck from rolling dice. While the dice may determine the outcome of a single game, the better player will accumulate the better record over a series of many games. With each roll of the dice, players must choose from numerous options for moving their pieces and anticipate possible counter-moves by the opponent. The optional use of a doubling cube allows players to raise the stakes during the game.",https://en.wikipedia.org/wiki/Backgammon,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Backgammon_lg.png/220px-Backgammon_lg.png,1427,240,13,262.35,120.06,"backgammon, dice, game, pieces, player",,teen
Battleship (game),"Battleship (also known as Battleships) is a strategy type guessing game for two players. It is played on ruled grids (paper or board) on which each player's fleet of warships are marked.  The locations of the fleets are concealed from the other player. Players alternate turns calling ""shots"" at the other player's ships, and the objective of the game is to destroy the opposing player's fleet.
Battleship is known worldwide as a pencil and paper game which dates from World War I. It was published by various companies as a pad-and-pencil game in the 1930s and was released as a plastic board game by Milton Bradley in 1967.  The game has spawned electronic versions, video games, smart device apps and a film.",https://en.wikipedia.org/wiki/Battleship_(game),https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Battleship_naval_game_logo.png/200px-Battleship_naval_game_logo.png,711,122,7,154.23,123.96,"battleship, game, known, pencil, player",unspecified,teen
